type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status
single_family,2003,6,4,3,1,2,13939,4974,2,05-31-18,779900,for_sale
townhomes,2003,4,3,2,1,2,13939,2247,2,05-31-18,366990,for_sale
single_family,2003,3,3,2,1,2,13939,1818,2,05-31-18,564990,for_sale
single_family,2003,5,3,2,1,2,13939,2698,2,05-31-18,685900,for_sale
other,2003,3,3,2,1,2,13939,1923,2,05-31-18,580500,for_sale
single_family,2003,5,4,4,1,2,13939,4262,2,05-31-18,840000,for_sale
single_family,1975,19,13,13,1,2,40511,11235,2,09-23-19,849000,for_sale
single_family,2013,2,1,1,1,2,1791187,1600,3,05-31-18,499900,for_sale
townhomes,2004,3,3,3,1,2,871,1430,2,09-28-04,319900,for_sale
townhouse,2003,3,3,2,1,1,13939,1510,3,05-31-18,406900,ready_to_build
single_family,2007,3,3,2,1,3,16117,3529,2,01-03-08,700000,for_sale
single_family,2003,5,4,3,1,3,13939,4251,1,05-31-18,895455,for_sale
single_family,2003,3,3,2,1,2,13939,0,3,05-31-18,447990,for_sale
single_family,1900,3,2,2,1,2,20473,1845,1,05-31-18,289900,for_sale
townhomes,2003,4,3,3,1,2,13939,2122,3,05-31-18,457990,for_sale
single_family,2003,5,3,2,1,2,13939,2698,2,05-31-18,691900,for_sale
single_family,2003,2,2,2,1,2,13939,2615,2,05-31-18,454900,for_sale
single_family,2003,4,4,3,1,2,13939,2562,2,05-31-18,553990,for_sale
single_family,2003,3,3,2,1,2,13939,2378,2,05-31-18,739990,for_sale
single_family,1970,3,2,1,1,2,24829,1344,1,05-31-18,179900,for_sale
condos,2003,4,3,2,1,1,13939,1782,2,05-31-18,420000,for_sale
townhomes,2003,3,2,2,1,2,13939,1399,2,05-31-18,414990,for_sale
townhomes,2003,3,2,2,1,2,13939,1337,2,05-31-18,454900,for_sale
single_family,1961,5,3,2,1,1,8712,1575,2,05-31-18,424900,for_sale
single_family,2003,6,6,5,1,3,13939,4292,2,05-31-18,899587,for_sale
single_family,2003,5,3,3,1,2,13939,2777,2,05-31-18,644900,for_sale
single_family,2003,4,3,2,1,2,13939,2424,2,05-31-18,574900,for_sale
single_family,2018,3,2,1,1,3,10890,3320,2,05-31-18,619900,for_sale
mobile,1994,3,2,2,1,2,9148,1114,1,05-31-18,270000,for_sale
single_family,1927,3,2,2,1,2,36590,1998,2,05-31-18,350000,for_sale
single_family,2016,4,3,3,1,5,11326,1887,1,10-18-18,655000,for_sale
single_family,2015,2,2,1,1,3,14810,2059,1,05-31-18,595000,for_sale
single_family,2003,3,2,2,1,3,13939,3099,1,05-31-18,618455,for_sale
single_family,2017,4,3,3,1,3,204732,3384,2,04-02-20,1250000,for_sale
single_family,2003,6,4,3,1,3,13939,4780,1,05-31-18,951255,for_sale
single_family,1951,4,2,2,1,1,11326,2280,2,06-17-16,490000,for_sale
single_family,2026,6,9,9,1,2,233046,13217,2,05-31-18,30500000,for_sale
single_family,2003,3,3,2,1,2,13939,1818,2,05-31-18,499990,for_sale
single_family,2003,3,3,2,1,2,13939,2218,2,05-31-18,504990,for_sale
townhomes,2003,3,3,2,1,2,13939,2187,2,05-31-18,371990,for_sale
townhomes,2003,3,3,2,1,2,13939,2187,2,05-31-18,361990,for_sale
single_family,2003,4,3,2,1,2,13939,2030,2,05-31-18,499900,for_sale
condos,2003,3,2,2,1,2,13939,1188,1,05-31-18,300000,for_sale
townhomes,2003,3,2,2,1,2,13939,1315,2,05-31-18,329990,for_sale
other,2003,4,4,3,1,2,13939,2526,2,05-31-18,541900,for_sale
townhomes,2003,3,2,2,1,2,13939,1362,2,05-31-18,314990,for_sale
townhomes,2003,3,2,2,1,2,13939,1399,2,05-31-18,424990,for_sale
townhomes,2003,3,2,2,1,2,13939,1436,2,05-31-18,309990,for_sale
single_family,2003,6,6,5,1,3,13939,5767,1,05-31-18,1399995,for_sale
townhomes,2003,4,3,2,1,2,13939,2247,2,05-31-18,384990,for_sale
land,2003,4,0,2,1,2,273992,2400,2,05-31-18,45000,for_sale
single_family,1900,3,1,1,1,2,827204,2284,3,05-31-18,1100000,for_sale
single_family,2003,3,2,2,1,4,13939,3566,1,01-11-24,686900,for_sale
single_family,2003,3,3,2,1,3,13939,3510,2,05-31-18,554990,for_sale
single_family,2003,3,3,2,1,2,13939,3054,2,05-31-18,599900,for_sale
single_family,1996,2,2,2,1,2,49658,1188,2,11-01-21,389000,for_sale
townhomes,2003,4,3,2,1,2,13939,2247,2,05-31-18,444990,for_sale
single_family,2003,3,2,2,1,3,13939,5106,1,05-31-18,863400,for_sale
townhomes,2003,3,2,2,1,2,13939,1310,2,05-31-18,404990,for_sale
single_family,2003,3,2,2,1,2,13939,2432,1,05-31-18,444990,for_sale
single_family,2006,4,3,3,1,2,9148,2900,2,03-30-06,579000,for_sale
single_family,1900,3,1,1,1,2,16553,1388,1,05-31-18,365000,for_sale
single_family,1993,5,3,2,1,2,9583,2754,4,05-10-00,599900,for_sale
townhomes,2003,3,3,2,1,2,13939,2187,2,05-31-18,369990,for_sale
single_family,1994,3,2,1,1,2,8276,1149,1,03-22-12,439900,for_sale
other,2003,3,3,3,1,2,13939,2392,2,05-31-18,630000,for_sale
single_family,2003,4,3,2,1,3,13939,2400,2,05-31-18,774990,for_sale
single_family,2018,7,3,3,1,4,22216,4194,2,05-31-18,1175000,for_sale
single_family,2003,3,3,2,1,2,13939,0,2,05-31-18,799990,for_sale
single_family,2003,5,4,3,1,3,13939,3720,2,05-31-18,850900,for_sale
single_family,2003,4,4,3,1,2,13939,2200,2,05-31-18,494200,for_sale
single_family,2017,4,4,4,1,2,218236,1944,1,05-31-18,630000,for_sale
single_family,2003,3,3,2,1,2,13939,1740,2,05-31-18,427000,for_sale
townhomes,2003,4,3,2,1,2,13939,2247,2,05-31-18,366990,for_sale
single_family,1940,5,2,2,1,2,7405,2347,3,05-31-18,364900,for_sale
single_family,2003,3,3,3,1,2,13939,4037,2,05-31-18,780000,for_sale
single_family,2003,3,2,2,1,3,13939,4219,1,05-31-18,766500,for_sale
single_family,1906,3,2,2,1,2,48787,2166,2,05-31-18,570000,for_sale
single_family,1993,5,5,2,1,3,22651,6988,3,09-14-00,2000000,for_sale
townhomes,2003,3,3,2,1,2,13939,1555,2,05-31-18,379990,for_sale
single_family,2003,4,3,2,1,2,13939,2077,2,05-31-18,719500,for_sale
single_family,2003,3,3,2,1,2,13939,2126,2,05-31-18,501990,for_sale
single_family,2003,3,2,2,1,2,13939,1591,2,05-31-18,410400,for_sale
single_family,2003,3,3,2,1,2,13939,2721,2,05-31-18,739500,for_sale
townhomes,2003,4,3,2,1,2,13939,2247,2,05-31-18,439990,for_sale
townhomes,2003,3,3,2,1,2,13939,2187,2,05-31-18,389990,for_sale
single_family,2008,6,2,2,1,3,15246,3034,2,06-18-07,579900,for_sale
single_family,2003,6,6,5,1,3,13939,4292,2,05-31-18,899767,for_sale
single_family,2005,5,4,3,1,4,10890,3416,2,01-03-06,675990,for_sale
single_family,2003,4,3,2,1,2,13939,2400,2,05-31-18,509990,for_sale
single_family,2015,4,4,2,1,2,3485,2545,3,04-13-20,555000,for_sale
single_family,2003,3,2,2,1,3,13939,1868,2,05-31-18,685375,for_sale
single_family,2003,3,3,2,1,2,13939,2578,2,05-31-18,499990,for_sale
single_family,2000,5,3,3,1,2,18295,2722,3,05-31-18,484900,for_sale
single_family,2003,5,4,3,1,3,13939,4593,2,07-19-23,1412512,for_sale
single_family,2003,2,2,2,1,2,13939,1610,2,05-31-18,639990,for_sale
single_family,2020,4,3,3,1,4,14810,4406,2,05-31-18,1490000,for_sale
single_family,2003,3,2,2,1,2,13939,4219,1,05-31-18,836900,for_sale
single_family,2003,3,3,2,1,3,13939,2400,1,05-31-18,674990,for_sale
single_family,2003,3,2,2,1,3,13939,1929,1,05-31-18,980995,for_sale
single_family,2003,4,3,2,1,2,13939,2291,2,05-31-18,770900,for_sale
single_family,2003,4,3,2,1,2,13939,2400,2,05-31-18,774990,for_sale
single_family,2003,3,3,2,1,3,13939,2400,1,05-31-18,719990,for_sale
single_family,2003,3,3,2,1,3,13939,2400,1,05-31-18,669990,for_sale
single_family,2003,3,2,2,1,2,13939,1725,1,05-31-18,553900,for_sale
single_family,2003,4,3,2,1,2,13939,2400,2,05-31-18,499990,for_sale
single_family,2007,4,3,2,1,2,8276,2285,2,07-15-21,515000,for_sale
single_family,2003,3,2,2,1,2,13939,1498,2,05-31-18,374900,for_sale
single_family,2003,5,5,4,1,2,13939,4251,2,05-31-18,899995,for_sale
single_family,2011,4,3,3,1,3,13504,2502,1,03-30-11,725000,for_sale
single_family,2003,3,3,3,1,2,13939,0,2,05-31-18,529990,for_sale
single_family,2003,2,3,2,1,4,13939,2400,1,05-31-18,764990,for_sale
single_family,2003,4,3,2,1,3,13939,3875,2,05-31-18,838900,for_sale
single_family,2003,3,3,2,1,3,13939,2068,2,05-31-18,745500,for_sale
single_family,1968,1,1,2,1,2,46609,1040,2,05-31-18,170000,for_sale
single_family,2003,3,3,2,1,2,13939,2290,2,05-31-18,654990,for_sale
single_family,1996,3,2,2,1,2,20909,1462,2,12-17-20,339000,for_sale
single_family,2003,4,3,3,1,2,13939,3584,2,05-31-18,594900,for_sale
townhomes,2003,3,3,2,1,2,13939,1555,2,05-31-18,379990,for_sale
townhomes,2003,3,2,2,1,2,13939,1394,2,05-31-18,349990,for_sale
single_family,2024,4,4,3,1,4,13939,5695,3,05-31-18,1059000,for_sale
single_family,2024,3,2,2,1,2,334541,3600,2,05-31-18,874900,for_sale
single_family,2003,3,4,3,1,3,13939,4910,2,05-31-18,985500,for_sale
land,2003,4,0,2,1,2,1306800,2400,2,05-31-18,535000,for_sale
single_family,2003,4,4,3,1,3,13939,3011,2,05-31-18,1179995,for_sale
townhomes,2003,3,2,2,1,2,13939,1315,2,05-31-18,329990,for_sale
single_family,1997,5,3,3,1,2,13939,2786,2,11-30-18,629900,for_sale
single_family,2003,3,3,2,1,2,13939,1717,2,05-31-18,702900,for_sale
single_family,2003,4,4,3,1,2,13939,2049,3,05-31-18,499900,for_sale
mobile,1973,2,2,1,1,2,13939,900,1,05-31-18,75000,for_sale
single_family,2003,4,3,2,1,3,13939,2826,3,01-28-22,570000,for_sale
single_family,2003,4,3,2,1,3,13939,2240,2,05-31-18,737865,for_sale
single_family,2003,3,3,2,1,3,13939,2765,2,05-31-18,779100,for_sale
single_family,2003,5,4,3,1,4,13939,4256,1,05-31-18,788485,for_sale
single_family,2003,3,3,2,1,2,13939,2045,2,05-31-18,504990,for_sale
single_family,2003,3,3,2,1,2,13939,1619,2,05-31-18,569990,for_sale
single_family,2003,3,3,2,1,2,13939,0,1,05-31-18,764990,for_sale
land,2003,4,0,2,1,2,5314320,2400,2,05-31-18,342000,for_sale
single_family,2003,3,4,3,1,2,13939,4127,2,05-31-18,884990,for_sale
townhomes,2003,4,3,3,1,2,13939,1789,3,05-31-18,364990,for_sale
single_family,2003,3,3,2,1,2,13939,2068,2,05-31-18,411600,for_sale
single_family,2003,4,3,2,1,4,13939,2400,2,05-31-18,833702,for_sale
mobile,2003,3,2,2,1,2,13939,1216,2,05-31-18,89900,for_sale
single_family,2003,3,3,2,1,2,13939,2218,2,05-31-18,504990,for_sale
single_family,2003,3,2,2,1,3,13939,1808,1,05-31-18,512990,for_sale
single_family,2003,4,3,2,1,3,13939,2091,2,05-31-18,627020,for_sale
townhomes,2021,5,5,4,1,2,1307,2463,3,05-31-18,98500,for_sale
single_family,2003,5,3,5,1,4,13939,4256,1,05-31-18,528995,ready_to_build
single_family,2000,7,8,6,2,3,209524,8312,3,05-31-18,2900000,for_sale
townhomes,2003,3,3,2,1,2,13939,2187,2,05-31-18,434990,for_sale
condos,2003,3,3,2,1,2,13939,1480,2,05-31-18,292500,for_sale
single_family,2003,4,3,3,1,2,13939,4891,2,05-31-18,789990,ready_to_build
single_family,1991,3,2,2,1,2,12197,1754,1,07-30-20,499000,for_sale
single_family,2003,4,3,3,1,2,13939,2400,2,05-31-18,511139,for_sale
single_family,1901,4,3,1,1,2,15246,2550,3,09-16-19,530000,for_sale
townhomes,2003,3,3,2,1,2,13939,2187,2,05-31-18,444990,for_sale
single_family,2003,3,3,2,1,2,13939,0,2,05-31-18,589043,for_sale
single_family,1997,4,2,2,1,2,4792,2244,2,02-06-98,575000,for_sale
townhomes,2003,3,2,2,1,2,13939,1315,2,05-31-18,329990,for_sale
single_family,2003,3,2,2,1,2,13939,1626,1,05-31-18,439990,for_sale
townhomes,2003,4,3,2,1,2,13939,2247,2,05-31-18,319990,for_sale
single_family,2003,3,3,2,1,2,13939,2721,2,05-08-23,726500,for_sale
single_family,2009,4,3,1,1,2,4356,1749,3,05-31-18,399900,for_sale
townhomes,2003,3,2,2,1,2,13939,1399,2,05-31-18,389990,for_sale
single_family,2003,3,2,2,1,2,13939,0,2,05-31-18,444990,for_sale
single_family,2003,3,3,2,1,2,13939,2183,2,05-31-18,635000,for_sale
single_family,2003,6,3,4,1,3,13939,5178,2,05-31-18,528995,ready_to_build
single_family,2001,5,3,3,1,2,7841,2709,3,05-31-18,460000,for_sale
single_family,2003,3,2,2,1,2,13939,1929,1,05-31-18,885995,for_sale
condos,2003,2,3,2,1,2,13939,1514,3,05-31-18,363000,for_sale
single_family,2003,3,3,2,1,2,13939,2385,2,05-31-18,512900,for_sale
single_family,2003,4,3,2,1,2,13939,2077,2,05-31-18,718900,for_sale
single_family,2003,3,2,2,1,2,13939,1353,2,05-31-18,426300,for_sale
single_family,2010,5,4,3,1,3,13939,3871,2,11-24-10,849900,for_sale
single_family,1967,6,3,2,1,2,13068,4195,2,05-31-18,695000,for_sale
single_family,2015,7,4,3,1,3,10019,4370,3,07-31-15,789900,for_sale
single_family,2003,6,5,4,1,3,13939,4302,2,05-31-18,1250995,for_sale
single_family,2003,5,4,3,1,3,13939,3744,2,05-31-18,1107837,for_sale
single_family,2003,4,5,5,1,2,13939,3243,2,05-31-18,1867990,for_sale
single_family,2003,5,4,4,1,2,13939,3341,2,05-31-18,1247990,for_sale
single_family,2003,3,3,2,1,2,13939,0,1,05-31-18,654990,for_sale
single_family,2003,4,3,2,1,2,13939,2067,2,05-31-18,484990,for_sale
single_family,2003,3,2,2,1,4,13939,2400,1,05-31-18,799990,for_sale
single_family,2024,5,4,3,1,3,12197,4796,2,05-31-18,1494900,for_sale
single_family,2003,3,3,3,1,2,13939,0,1,05-31-18,534990,for_sale
single_family,2003,6,4,3,1,3,13939,3231,2,05-31-18,829900,for_sale
single_family,2003,6,5,4,1,4,13939,4306,2,05-31-18,1195995,for_sale
single_family,1997,5,3,2,1,2,9583,2224,2,12-05-17,449000,for_sale
single_family,2003,3,3,2,1,3,13939,2068,2,05-31-18,871300,for_sale
single_family,2003,3,3,2,1,3,13939,2400,1,05-31-18,659990,for_sale
condos,2003,3,2,2,1,1,13939,1342,2,05-31-18,289990,for_sale
single_family,2003,3,3,2,1,3,13939,3609,1,05-31-18,655000,for_sale
single_family,2005,4,2,2,1,2,12197,2070,2,05-31-18,489000,for_sale
single_family,2003,3,3,2,1,2,13939,1764,2,06-15-23,503920,for_sale
single_family,2003,3,3,2,1,2,13939,3682,1,05-31-18,714900,for_sale
single_family,2003,3,3,2,1,2,13939,2400,1,05-31-18,601499,for_sale
condos,2003,3,2,2,1,1,13939,1342,2,05-31-18,299990,for_sale
single_family,2003,3,3,2,1,2,13939,3283,2,05-31-18,699900,for_sale
single_family,2003,6,4,3,1,3,13939,3375,2,05-31-18,738300,for_sale
single_family,2003,4,4,3,1,3,13939,2400,2,05-31-18,709990,for_sale
townhomes,2003,3,3,2,1,2,13939,1555,2,05-31-18,379990,for_sale
single_family,2003,3,3,2,1,2,13939,2424,2,05-31-18,589990,for_sale
single_family,2003,6,5,4,1,4,13939,4319,2,05-31-18,1199995,for_sale
single_family,2003,3,3,3,1,2,13939,2230,2,05-31-18,681990,ready_to_build
single_family,2003,4,3,2,1,2,13939,2499,2,05-31-18,690581,for_sale
single_family,2003,3,3,2,1,3,13939,2183,2,05-31-18,679500,for_sale
single_family,2003,2,3,2,1,3,13939,1815,2,05-31-18,611200,for_sale
single_family,2003,3,3,2,1,3,13939,2536,1,05-31-18,1289995,for_sale
single_family,2003,2,2,2,1,2,13939,2268,2,05-31-18,673500,for_sale
single_family,2003,3,3,2,1,2,13939,2175,2,05-31-18,679880,for_sale
single_family,2003,3,3,2,1,3,13939,1963,2,05-31-18,741500,for_sale
single_family,2003,5,5,4,1,3,13939,4937,2,05-31-18,859900,for_sale
single_family,2020,4,3,1,1,2,6098,2174,2,05-01-20,499000,for_sale
single_family,2003,4,3,2,1,3,13939,5180,2,05-31-18,914400,for_sale
condos,2003,3,2,2,1,1,13939,1342,2,05-31-18,299990,for_sale
single_family,2003,3,3,2,1,2,13939,2903,2,05-31-18,629990,for_sale
single_family,2003,4,4,3,1,2,13939,2527,2,05-31-18,579900,for_sale
single_family,1985,3,1,1,1,2,218236,1688,2,05-31-18,300000,for_sale
single_family,2003,5,3,3,1,2,13939,2800,2,05-31-18,599800,for_sale
single_family,2003,5,3,2,1,2,13939,2698,2,05-31-18,678900,for_sale
single_family,2003,4,3,2,1,3,13939,2400,2,05-31-18,673500,for_sale
condos,2003,3,2,2,1,1,13939,1342,2,05-31-18,299990,for_sale
single_family,2003,4,3,3,1,3,13939,2400,1,05-31-18,764990,for_sale
single_family,2003,3,3,2,1,2,13939,2424,2,05-31-18,591990,for_sale
townhomes,2003,3,2,2,1,2,13939,1310,2,05-31-18,356990,for_sale
single_family,2003,6,3,3,1,2,13939,3234,2,05-31-18,817900,for_sale
single_family,2003,3,3,2,1,3,13939,2183,2,05-31-18,680060,for_sale
single_family,2003,2,2,2,1,2,13939,2268,2,05-31-18,669500,for_sale
single_family,2003,5,3,3,1,3,13939,4218,1,05-31-18,959900,for_sale
townhomes,2003,3,3,2,1,2,13939,2187,2,05-31-18,389990,for_sale
single_family,2003,3,2,2,1,2,13939,1591,2,05-31-18,504295,for_sale
townhomes,2003,4,3,3,1,2,13939,1789,3,05-31-18,364990,for_sale
condos,2003,3,3,2,1,2,13939,1573,2,05-31-18,348000,for_sale
single_family,2003,4,3,2,1,3,13939,5465,2,05-31-18,949850,for_sale
single_family,2003,4,3,2,1,3,13939,2614,2,05-31-18,686600,for_sale
condos,2003,3,2,2,1,1,13939,1342,2,05-31-18,299990,for_sale
single_family,2003,2,2,2,1,2,13939,2390,2,05-31-18,681900,for_sale
single_family,2003,5,4,3,1,3,13939,3557,2,05-31-18,849900,for_sale
single_family,2003,3,2,2,1,2,13939,1801,1,05-31-18,520000,for_sale
single_family,2003,4,3,3,1,2,13939,2400,2,05-31-18,542231,for_sale
single_family,2003,3,2,2,1,2,13939,3623,1,05-31-18,643255,for_sale
single_family,2003,3,3,2,1,2,13939,2568,3,05-31-18,540400,for_sale
single_family,2003,4,3,2,1,3,13939,2122,2,05-31-18,1004232,for_sale
single_family,2003,3,3,2,1,3,13939,2772,2,05-31-18,599900,for_sale
single_family,2003,4,3,2,1,3,13939,2653,2,05-31-18,870100,for_sale
condos,2003,3,2,2,1,2,13939,1203,1,05-31-18,300000,for_sale
land,2003,4,0,2,1,2,1756775,2400,2,05-31-18,19000,for_sale
single_family,2018,4,3,3,1,2,16117,2991,1,11-15-04,870000,for_sale
single_family,2003,4,3,2,1,2,13939,2066,2,06-13-23,639100,for_sale
condo_townhome_rowhome_coop,2020,1,1,1,1,2,13939,538,2,05-31-18,399500,for_sale
single_family,2003,5,3,3,1,3,13939,3080,2,05-31-18,709900,for_sale
single_family,2003,3,3,2,1,2,13939,2400,2,05-31-18,559990,for_sale
single_family,2003,4,3,3,1,2,13939,2400,1,05-31-18,749990,for_sale
single_family,2022,4,3,2,1,3,13939,4544,2,07-27-22,759900,for_sale
single_family,2003,4,3,2,1,2,13939,1644,2,05-31-18,455900,for_sale
single_family,2003,6,4,3,1,3,13939,3456,2,05-31-18,1047096,for_sale
single_family,2003,2,2,2,1,3,13939,1611,2,05-31-18,615500,for_sale
townhomes,2003,4,3,3,1,2,13939,2019,3,05-31-18,429990,for_sale
single_family,2003,4,3,3,1,2,13939,2400,1,05-31-18,749990,for_sale
single_family,2003,3,3,2,1,2,13939,1977,2,05-31-18,887846,for_sale
condos,2003,3,3,2,1,2,13939,1412,2,05-31-18,324990,for_sale
condos,2003,3,4,3,1,2,13939,2302,3,05-31-18,464990,for_sale
single_family,2003,4,3,2,1,3,13939,2550,2,05-31-18,805600,for_sale
townhomes,2003,4,3,3,1,2,13939,1789,3,05-31-18,364990,for_sale
townhomes,2003,3,2,2,1,2,13939,1311,2,05-31-18,394990,for_sale
single_family,2003,4,3,2,1,3,13939,2283,2,05-31-18,756720,for_sale
single_family,2016,4,3,3,1,2,7841,3136,2,02-18-21,680000,for_sale
single_family,2003,3,2,2,1,2,13939,2157,1,05-31-18,857900,for_sale
single_family,2003,4,3,2,1,2,13939,1831,2,05-31-18,492900,for_sale
single_family,1954,3,2,2,1,2,60113,2356,1,12-16-16,450000,for_sale
single_family,2003,3,2,2,1,2,13939,2157,1,05-31-18,849900,for_sale
single_family,1992,4,4,2,1,2,14375,4160,2,05-31-18,740000,for_sale
condos,2003,3,3,2,1,2,13939,1549,2,05-31-18,344990,for_sale
single_family,2003,3,3,2,1,2,13939,2424,2,05-31-18,554990,for_sale
single_family,2003,3,3,2,1,2,13939,1714,2,05-31-18,629900,for_sale
single_family,2003,3,3,2,1,2,13939,2512,3,05-31-18,517900,for_sale
single_family,2003,3,3,2,1,3,13939,2183,2,05-31-18,616100,for_sale
single_family,2003,3,2,2,1,3,13939,1579,2,05-31-18,592000,for_sale
single_family,2003,3,3,2,1,3,13939,2820,2,05-31-18,1104561,for_sale
single_family,1992,5,4,2,1,3,10454,3765,3,04-06-15,600000,for_sale
single_family,2003,4,3,2,1,3,13939,3733,2,05-31-18,614990,for_sale
single_family,2003,4,3,2,1,2,13939,2291,2,05-31-18,771900,for_sale
townhomes,2003,4,3,3,1,2,13939,2019,3,05-31-18,429990,for_sale
single_family,2005,2,0,2,1,2,435600,400,2,05-31-18,99999,for_sale
townhomes,2003,3,3,2,1,2,13939,2187,2,05-31-18,434990,for_sale
single_family,1900,4,2,2,1,2,14375,1800,2,05-19-15,440000,for_sale
single_family,2003,3,3,2,1,3,13939,2527,2,05-31-18,589900,for_sale
condos,2003,3,3,2,1,2,13939,1708,2,05-31-18,588800,for_sale
townhomes,2003,4,3,2,1,2,13939,1615,2,05-31-18,404990,for_sale
single_family,2003,3,3,2,1,2,13939,4910,2,05-31-18,769900,ready_to_build
single_family,2003,3,3,3,1,2,13939,2214,2,05-31-18,667500,for_sale
single_family,2003,3,2,2,1,2,13939,2157,1,05-31-18,864900,for_sale
single_family,2003,4,3,4,1,3,13939,5767,2,05-31-18,1175995,ready_to_build
single_family,2003,4,3,2,1,3,13939,2443,2,05-31-18,872900,for_sale
single_family,2003,3,3,2,1,2,13939,2400,2,05-31-18,479990,for_sale
single_family,2003,3,3,2,1,3,13939,2820,2,05-31-18,1030000,for_sale
single_family,2003,3,3,2,1,2,13939,1545,2,05-31-18,562900,for_sale
townhomes,2003,3,2,2,1,2,13939,1337,2,05-31-18,444900,for_sale
single_family,2003,3,2,2,1,2,13939,1691,2,04-28-23,615875,for_sale
single_family,2003,3,3,2,1,2,13939,1663,2,05-31-18,634900,for_sale
single_family,2003,4,3,2,1,3,13939,2077,2,05-31-18,699500,for_sale
single_family,2003,4,3,2,1,3,13939,2240,2,08-22-23,713530,for_sale
single_family,2003,5,2,2,1,2,13939,2698,2,05-31-18,879900,for_sale
single_family,2019,6,4,4,1,3,10890,4546,3,12-11-17,879900,for_sale
single_family,2003,3,3,2,1,2,13939,2068,2,05-31-18,529500,for_sale
land,2003,4,0,2,1,2,368082,2400,2,05-31-18,260000,for_sale
other,2003,4,4,3,1,2,13939,2667,2,05-31-18,554900,for_sale
single_family,2003,4,4,3,1,2,13939,1955,2,05-31-18,654990,for_sale
single_family,2006,5,3,3,1,3,14375,3330,2,07-21-09,789000,for_sale
single_family,2003,3,3,2,1,2,13939,2721,2,05-31-18,735500,for_sale
single_family,1900,4,2,2,1,2,23087,2194,2,05-31-18,335000,for_sale
single_family,2003,4,3,2,1,2,13939,2400,2,05-31-18,729990,for_sale
single_family,2003,3,3,2,1,2,13939,1714,2,05-31-18,624900,for_sale
single_family,2003,3,3,2,1,2,13939,2406,2,05-31-18,869900,for_sale
single_family,2003,4,3,2,1,3,13939,2006,2,05-31-18,705900,for_sale
townhomes,2003,4,3,3,1,2,13939,1842,3,05-31-18,369990,for_sale
single_family,2003,3,3,2,1,2,13939,3067,2,05-31-18,801920,for_sale
single_family,2003,3,2,2,1,3,13939,1691,2,06-02-23,648100,for_sale
townhomes,2003,3,2,2,1,2,13939,1311,2,05-31-18,394990,for_sale
single_family,2003,4,4,3,1,2,13939,4891,2,05-31-23,877386,for_sale
single_family,2003,4,3,2,1,3,13939,2283,2,05-31-18,972900,for_sale
townhomes,2003,4,3,3,1,2,13939,1842,3,05-31-18,374990,for_sale
