type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status
single_family,2021,4,3,2,1,2,8276,4317,3,05-31-18,698500,for_sale
single_family,2024,3,3,2,1,2,4792,3435,3,05-31-18,512900,for_sale
single_family,1860,2,1,1,1,2,436,496,1,11-30-20,1000000,for_sale
single_family,1964,3,2,2,1,2,15682,1728,1,05-31-18,348250,for_sale
land,2003,4,0,2,1,2,57935,2400,2,05-31-18,99000,for_sale
land,2003,4,0,2,1,2,435600,2400,2,05-31-18,38000,for_sale
townhomes,2020,3,2,2,1,2,1307,2309,3,05-31-18,450000,for_sale
townhomes,2024,3,3,2,1,2,436,3406,3,05-31-18,660055,for_sale
single_family,2021,3,3,2,1,3,7841,3329,3,03-16-22,558000,for_sale
single_family,2019,5,5,2,1,3,8276,5033,3,09-30-21,2250000,for_sale
single_family,1930,2,1,1,1,1,8276,953,1,05-31-18,189000,for_sale
single_family,1998,5,3,3,1,2,8276,3112,2,01-02-04,669000,for_sale
single_family,2006,5,5,4,1,2,40075,3957,3,12-13-04,794000,for_sale
mobile,1997,2,2,2,1,2,13939,1090,2,05-31-18,265000,for_sale
townhomes,1981,2,2,1,1,2,436,1008,2,05-31-18,279900,for_sale
land,2003,4,0,2,1,2,945252,2400,2,05-31-18,275000,for_sale
single_family,1951,3,2,1,1,2,7405,2140,2,11-21-22,385000,for_sale
mobile,1971,3,1,1,1,2,13939,870,1,05-31-18,34500,for_sale
townhomes,2006,3,4,2,1,1,2178,2068,3,06-09-22,499900,for_sale
single_family,1923,2,2,2,1,4,10019,1218,1,05-30-03,499000,for_sale
single_family,2024,4,4,3,1,2,2178,3174,2,05-31-18,687000,for_sale
condos,2023,3,2,2,1,1,13939,1315,1,05-31-18,325000,for_sale
single_family,2021,3,2,2,1,2,5227,2077,3,05-31-18,995000,for_sale
condos,1994,3,2,2,1,2,2178,1520,1,10-24-12,379000,for_sale
single_family,2024,3,2,1,1,2,3049,1510,1,05-31-18,465000,for_sale
mobile,1977,2,2,1,1,2,4356,860,1,05-31-18,89900,for_sale
condo_townhome_rowhome_coop,1981,2,2,2,1,2,13939,963,2,05-31-18,330000,for_sale
single_family,2024,3,2,2,1,2,6970,2252,2,05-31-18,449900,for_sale
single_family,1996,3,3,1,1,1,16553,1903,2,05-31-18,565000,for_sale
single_family,2008,3,4,3,1,2,871,2244,3,07-08-08,499900,for_sale
single_family,1991,3,3,1,1,2,9148,2086,3,06-16-20,459900,for_sale
land,2003,4,0,2,1,2,45302,2400,2,05-31-18,162000,for_sale
single_family,2022,4,4,3,1,2,14375,6215,3,09-15-22,1340000,for_sale
single_family,2023,4,4,3,1,2,59242,2309,1,05-31-18,800000,for_sale
single_family,1977,5,4,2,1,2,396396,5114,3,06-27-02,2999900,for_sale
single_family,2021,3,2,2,1,2,23958,1755,1,05-31-18,431500,for_sale
single_family,2015,5,5,2,1,3,28750,3015,1,05-31-18,1245000,for_sale
single_family,1949,4,3,2,1,1,24829,1816,1,07-20-16,449900,for_sale
single_family,2006,7,5,4,1,3,20909,6597,2,09-19-13,1150000,for_sale
single_family,2022,5,4,3,1,2,4356,2463,3,05-31-18,507000,for_sale
land,2003,4,0,2,1,2,240451,2400,2,05-31-18,33000,for_sale
land,2003,4,0,2,1,2,130680,2400,2,05-31-18,114900,for_sale
single_family,2004,3,4,3,1,2,6534,2624,1,07-27-20,725000,for_sale
townhomes,2013,2,2,2,1,2,3049,1412,1,05-31-18,415000,for_sale
single_family,2024,3,2,1,1,3,23087,3525,2,05-31-18,624500,for_sale
single_family,2022,3,3,1,1,2,4356,1711,2,06-10-21,395000,for_sale
single_family,1972,4,2,1,1,2,11761,2316,2,05-31-18,400000,for_sale
single_family,2011,5,4,2,1,2,1307,3180,3,07-06-18,599900,for_sale
mobile,1971,3,1,1,1,2,13939,720,1,05-31-18,140000,for_sale
single_family,2002,5,7,4,1,3,104544,8018,2,03-28-19,6300000,for_sale
townhomes,2006,4,3,3,1,2,3049,2289,1,08-28-06,684000,for_sale
mobile,1973,2,1,1,1,2,13939,924,1,05-31-18,74000,for_sale
single_family,2022,3,2,2,1,3,12632,5746,2,10-14-22,1335000,for_sale
single_family,2007,8,5,4,1,4,23958,5566,3,11-17-06,1050000,for_sale
single_family,2004,6,3,3,1,3,25265,2980,2,10-28-15,764900,for_sale
single_family,2022,3,3,2,1,2,3049,1658,2,05-31-18,477000,for_sale
single_family,2018,5,4,3,1,3,10890,4483,3,09-26-18,874000,for_sale
single_family,2006,3,1,1,1,2,5663,2463,3,05-20-05,525000,for_sale
single_family,2024,3,2,2,1,2,5227,1400,1,05-31-18,439000,for_sale
single_family,2000,7,4,3,1,3,29185,5729,3,12-04-19,1500000,for_sale
single_family,2006,3,2,2,1,2,13068,1654,1,05-31-18,555000,for_sale
single_family,2008,4,2,2,1,2,6970,1945,2,05-08-20,444999,for_sale
single_family,2022,3,3,3,1,2,13068,2059,1,09-07-22,1425000,for_sale
single_family,2000,5,4,2,1,3,11326,4476,3,04-20-22,999900,for_sale
townhomes,2023,3,3,3,1,2,3049,2068,1,05-31-18,600000,for_sale
single_family,2019,5,3,3,1,3,8276,2514,2,12-27-19,585000,for_sale
single_family,2007,4,2,2,1,3,7841,2585,1,05-31-18,699999,for_sale
single_family,2007,7,5,4,1,4,9148,5876,3,02-20-07,1165000,for_sale
single_family,2021,4,3,3,1,3,11326,3576,2,05-31-18,598000,for_sale
land,2003,4,0,2,1,2,54450,2400,2,05-31-18,15000,for_sale
land,2003,4,0,2,1,2,40511,2400,2,05-31-18,75000,for_sale
single_family,1953,4,2,1,1,2,10454,2458,2,05-15-00,799900,for_sale
single_family,2023,3,2,2,1,2,12197,1493,2,05-31-18,399900,for_sale
single_family,1946,3,1,1,1,2,7841,2176,2,05-31-18,325000,for_sale
single_family,2017,6,3,3,1,2,31799,3403,2,05-31-18,683000,for_sale
single_family,2007,6,4,4,1,2,23087,4225,2,05-31-18,659000,for_sale
townhomes,2009,3,3,2,1,2,2178,1592,2,10-20-15,523900,for_sale
single_family,1985,3,2,1,1,2,5663,1515,2,05-31-18,472888,for_sale
mobile,1981,2,1,1,1,2,13939,800,1,05-31-18,55000,for_sale
mobile,1986,3,2,2,1,2,27878,1568,2,05-31-18,315000,for_sale
single_family,1952,4,2,2,1,1,6970,1500,2,05-31-18,459500,for_sale
single_family,2011,4,4,4,1,2,5663,2924,1,05-31-18,1750000,for_sale
single_family,1985,9,8,8,1,2,13504,3372,2,12-28-15,1489000,for_sale
single_family,2023,6,5,4,1,2,8712,5880,3,05-31-18,1549000,for_sale
single_family,2018,4,3,2,1,2,3920,3224,3,03-09-22,599999,for_sale
land,2003,4,0,2,1,2,6970,2400,2,05-31-18,1500,for_sale
land,2003,4,0,2,1,2,43560,2400,2,05-31-18,650000,for_sale
condos,1996,3,2,2,1,1,13939,1264,1,09-18-20,649000,for_sale
single_family,2003,5,3,2,1,2,20038,2688,2,05-31-18,445000,for_sale
single_family,2006,3,3,3,1,3,20909,2914,2,05-05-15,665000,for_sale
single_family,1973,4,3,2,1,2,43560,2596,3,08-02-12,949000,for_sale
single_family,1979,4,2,2,1,2,10890,2392,2,05-31-18,325000,for_sale
mobile,1974,3,2,2,1,2,13939,1464,1,05-31-18,159900,for_sale
condos,2011,1,2,1,1,1,436,1008,1,02-01-23,675000,for_sale
condos,1985,2,2,2,1,1,436,1506,1,06-16-15,525000,for_sale
single_family,1998,4,3,3,1,2,10019,1576,3,05-09-13,494900,for_sale
mobile,1976,3,2,2,1,2,5663,924,1,05-31-18,234900,for_sale
single_family,1900,4,2,1,1,2,9148,3115,2,05-31-18,529000,for_sale
townhomes,2012,4,4,3,1,2,1307,2237,3,07-21-17,540000,for_sale
single_family,1994,4,2,1,1,2,9583,2176,2,06-03-13,454900,for_sale
land,2003,4,0,2,1,2,14688432,2400,2,05-31-18,300000,for_sale
condos,2006,3,2,2,1,1,13939,1603,1,05-31-18,499000,for_sale
single_family,1971,5,4,3,1,7,18731,5400,2,09-29-03,1795000,for_sale
single_family,1971,3,1,1,1,2,23522,1380,1,05-31-18,350000,for_sale
single_family,2014,4,4,3,1,2,5663,2747,3,05-12-17,649000,for_sale
single_family,2005,5,5,3,2,3,13504,4362,3,09-12-06,1049999,for_sale
single_family,2007,6,3,3,1,2,4792,2404,2,08-04-17,450000,for_sale
single_family,1960,4,2,1,1,1,9583,1872,3,05-31-18,414900,for_sale
single_family,2014,5,4,2,1,3,10019,3090,3,03-28-22,900000,for_sale
townhomes,2008,3,4,2,2,2,3485,1832,3,10-31-08,375000,for_sale
single_family,1986,3,2,2,1,2,6098,2740,2,09-03-99,625000,for_sale
single_family,1959,4,3,1,1,2,13939,3468,2,05-14-02,899900,for_sale
single_family,1995,3,3,3,1,2,94525,3630,1,01-12-04,1100000,for_sale
land,2003,4,0,2,1,2,245243,2400,2,06-29-23,560000,for_sale
single_family,2015,5,3,2,1,4,7405,3095,3,04-28-16,585000,for_sale
single_family,1978,4,2,1,1,2,9583,1644,2,05-31-18,430000,for_sale
single_family,1979,11,8,8,1,2,402930,8342,2,01-02-18,3600000,for_sale
land,2003,4,0,2,1,2,34412,2400,2,05-31-18,29000,for_sale
land,2003,4,0,2,1,2,35284,2400,2,05-31-18,179000,for_sale
single_family,1981,6,2,2,1,2,103237,2090,2,05-31-18,325000,for_sale
single_family,2017,4,4,2,1,2,3920,2536,3,01-31-18,580000,for_sale
single_family,2021,4,4,2,1,2,9148,2320,3,05-18-22,529900,for_sale
single_family,2005,6,4,4,1,5,55321,5073,2,11-17-04,995000,for_sale
single_family,1979,5,2,2,1,2,30928,2877,2,05-31-18,469900,for_sale
mobile,1993,2,2,2,1,2,13939,924,1,05-31-18,70000,for_sale
land,2003,4,0,2,1,2,136778,2400,2,05-31-18,380000,for_sale
townhomes,1979,3,2,1,1,1,3049,1464,2,08-16-22,289900,for_sale
single_family,2023,3,2,2,1,3,74052,2931,2,05-31-18,619000,for_sale
single_family,2013,6,3,3,1,5,47916,4596,3,08-12-22,1349999,for_sale
single_family,2019,5,4,4,1,3,6970,4520,2,07-10-19,975000,for_sale
single_family,1951,5,3,1,1,2,13504,3412,2,03-12-15,1365000,for_sale
single_family,1953,3,2,1,1,2,7405,1890,2,06-29-20,265000,for_sale
single_family,1928,4,2,1,1,2,6098,1651,2,10-28-19,380000,for_sale
condos,1985,1,1,1,1,1,13939,504,1,02-05-18,285000,for_sale
townhomes,2006,3,3,2,1,1,1307,1294,2,05-23-19,375000,for_sale
single_family,1983,6,6,3,1,2,10454,5189,3,05-31-18,799800,for_sale
single_family,2021,6,5,5,1,3,20473,6463,1,05-31-18,2399000,for_sale
single_family,2012,3,2,2,1,2,6534,1631,1,07-26-19,525000,for_sale
single_family,1959,3,2,2,1,2,11761,2188,2,05-31-18,399900,for_sale
single_family,1968,4,3,3,1,2,8712,2408,2,05-31-18,535000,for_sale
single_family,1907,4,2,2,1,1,7405,1751,2,05-18-15,440000,for_sale
mobile,1999,3,2,2,1,2,13939,868,1,05-31-18,80000,for_sale
single_family,2015,4,6,1,2,8,235224,10144,2,04-27-15,31000000,for_sale
mobile,1994,2,2,2,1,2,13939,1000,1,05-31-18,82000,for_sale
single_family,1952,5,4,4,1,2,23522,4000,3,03-29-02,845000,for_sale
single_family,1977,6,2,2,1,2,11761,2172,2,08-29-22,420000,for_sale
single_family,2004,4,3,3,1,3,24394,3384,1,07-31-15,1290000,for_sale
mobile,1974,2,1,1,1,2,3485,728,1,05-31-18,189000,for_sale
single_family,2022,4,4,4,1,4,24394,2474,1,05-31-18,819900,for_sale
single_family,2002,4,5,5,1,3,43560,5935,3,05-02-22,1995000,for_sale
single_family,2016,6,4,2,1,3,8712,4028,3,12-07-16,929500,for_sale
mobile,1996,3,2,2,1,2,4356,1188,1,05-31-18,249000,for_sale
mobile,2017,3,2,2,1,2,13939,1512,1,05-31-18,164900,for_sale
single_family,1942,3,2,2,1,1,5227,1400,2,05-21-14,435000,for_sale
single_family,2006,4,3,2,1,2,8276,2858,2,05-31-18,515000,for_sale
condos,1923,2,2,2,1,2,436,1434,2,02-06-07,549000,for_sale
single_family,2020,6,5,3,1,10,50965,5588,2,05-31-18,1775000,for_sale
single_family,1979,5,3,1,1,2,11326,2834,2,08-29-96,595000,for_sale
single_family,2016,4,3,3,1,3,101495,1750,1,05-31-18,639000,for_sale
single_family,2022,4,4,3,1,3,10890,3908,3,05-31-18,730000,for_sale
single_family,1991,7,6,3,1,4,14810,7094,3,03-16-16,1125000,for_sale
townhomes,1996,3,3,2,1,2,2178,1920,2,06-02-97,385000,for_sale
single_family,2014,4,4,3,1,3,368518,3654,2,05-31-18,1100000,for_sale
single_family,2010,3,3,3,1,2,609840,2184,3,05-31-18,900000,for_sale
single_family,2023,3,2,2,1,3,228690,3755,2,05-31-18,715500,for_sale
mobile,1984,3,2,2,1,2,13939,1260,1,05-31-18,74500,for_sale
single_family,1947,2,2,1,1,2,9148,1994,2,05-31-18,499000,for_sale
single_family,2005,3,3,2,1,10,29621,1630,1,05-31-18,575000,for_sale
single_family,2024,6,4,3,1,3,14375,4224,3,05-31-18,1255000,for_sale
single_family,2009,4,7,2,3,2,15246,6237,3,05-26-06,3100000,for_sale
land,2003,4,0,2,1,2,30928,2400,2,05-31-18,11384,for_sale
single_family,2015,4,5,5,1,4,16117,3918,1,02-16-21,1200000,for_sale
land,2003,4,0,2,1,2,83200,2400,2,05-31-18,148500,for_sale
townhomes,2024,3,3,2,1,2,3049,3234,2,05-31-18,1300000,for_sale
single_family,1996,2,1,1,1,2,3049,740,1,09-04-19,270000,for_sale
single_family,1941,4,2,1,1,2,9148,1800,2,11-27-23,579900,for_sale
single_family,1998,4,4,3,1,6,13068,2511,3,10-18-13,929000,for_sale
land,2003,4,0,2,1,2,870329,2400,2,05-11-22,350000,for_sale
single_family,2020,5,3,3,1,3,15682,4476,2,08-21-19,999999,for_sale
single_family,2002,5,5,4,1,4,883397,5600,2,05-31-18,1499999,for_sale
single_family,2023,7,6,5,1,3,14375,6245,3,07-01-22,1921740,for_sale
single_family,2017,4,3,3,1,2,12197,2352,2,05-31-18,444900,for_sale
single_family,2006,7,8,4,2,4,228690,10835,3,05-31-18,3499000,for_sale
single_family,2022,6,4,4,1,3,12632,3470,2,05-31-18,749999,for_sale
single_family,1977,5,4,1,1,2,10454,3693,3,05-31-18,650000,for_sale
single_family,2019,4,3,3,1,4,20473,2212,1,12-30-11,939900,for_sale
single_family,2008,6,4,3,1,2,8276,4885,3,10-07-09,1050000,for_sale
single_family,1989,3,2,1,1,2,7405,1696,2,12-18-12,435000,for_sale
single_family,1922,3,2,1,1,2,5663,1887,2,10-30-20,389900,for_sale
single_family,2023,3,3,2,1,4,13504,3882,2,05-31-18,729000,for_sale
townhomes,2009,3,3,3,1,2,871,1365,2,08-19-09,269990,for_sale
single_family,2024,3,2,2,1,3,7841,3220,2,05-31-18,549900,for_sale
single_family,2022,3,3,2,1,3,8712,3787,2,04-01-22,755900,for_sale
land,2003,4,0,2,1,2,37897,2400,2,05-31-18,250000,for_sale
single_family,2010,6,4,3,1,2,20473,5258,3,05-31-18,1095000,for_sale
condos,1910,1,1,1,1,2,436,900,1,12-17-15,410000,for_sale
single_family,1920,5,2,2,1,2,6534,2080,2,12-07-07,839000,for_sale
single_family,1933,3,2,2,1,2,343253,2500,2,05-31-18,499999,for_sale
single_family,1979,6,6,4,1,3,13504,6988,3,12-27-06,3600000,for_sale
condos,1983,2,2,1,1,2,436,1782,3,09-17-15,510000,for_sale
single_family,1959,3,1,1,1,2,10019,1126,1,11-03-22,374900,for_sale
townhomes,1996,4,3,2,1,1,436,1410,2,11-23-20,395000,for_sale
single_family,2016,6,7,1,2,4,115870,8550,2,03-12-15,14950000,for_sale
single_family,2016,7,7,6,1,3,30928,5877,3,12-08-16,2150000,for_sale
single_family,2022,6,4,4,1,3,871200,4040,3,09-12-18,2500000,for_sale
townhomes,2017,3,3,3,1,2,871,1536,2,06-02-20,369900,for_sale
single_family,2004,5,6,3,1,2,436,4916,3,07-01-08,799000,for_sale
land,2003,4,0,2,1,2,15682,2400,2,05-31-18,134750,for_sale
townhomes,2010,3,3,2,1,2,2614,2435,3,03-29-16,1150000,for_sale
condos,1962,2,2,2,1,2,436,1288,1,05-31-96,314900,for_sale
mobile,2004,3,2,2,1,2,12197,1792,1,05-31-18,519000,for_sale
single_family,1990,5,4,2,1,3,24829,5962,3,05-31-18,1150000,for_sale
single_family,2024,6,3,3,1,2,18731,2981,2,05-31-18,686004,for_sale
single_family,1964,5,3,1,1,2,34412,4020,2,12-09-21,615000,for_sale
single_family,2024,5,4,3,1,3,10454,4975,3,05-31-18,1699900,for_sale
condos,2006,3,2,2,1,2,13939,1191,1,05-09-17,375000,for_sale
condos,1965,2,1,1,1,2,436,814,1,10-15-07,234900,for_sale
townhomes,2024,2,3,2,1,2,436,1259,3,05-31-18,363697,for_sale
single_family,2003,3,3,2,1,2,13939,1718,3,08-08-14,446000,for_sale
single_family,2004,5,3,2,1,3,10019,2590,2,03-28-19,615000,for_sale
single_family,2003,5,5,2,1,2,13939,4342,2,09-04-01,1250000,for_sale
single_family,2023,8,10,10,1,5,12197,8884,4,05-31-18,5999000,for_sale
single_family,1997,3,4,1,1,2,4356,3314,3,02-20-98,865000,for_sale
townhomes,1981,3,2,1,1,2,2614,1289,2,05-31-18,194900,for_sale
single_family,2007,3,5,5,1,5,1306800,4322,3,05-31-18,1700000,for_sale
single_family,2005,6,4,3,1,2,7405,4060,3,06-02-16,895000,for_sale
townhomes,1994,3,4,1,1,2,436,2690,3,05-31-18,849900,for_sale
townhomes,2018,3,5,5,1,1,1307,1921,2,05-31-18,619000,for_sale
single_family,2014,3,3,2,1,2,6098,4178,3,06-25-15,750000,for_sale
single_family,2024,5,3,2,1,3,12632,4317,3,05-31-18,814900,for_sale
single_family,2019,3,3,2,1,3,6970,2979,3,07-20-20,659000,for_sale
single_family,1991,1,2,1,1,2,203861,1700,2,05-31-18,515000,for_sale
single_family,2021,3,4,2,2,3,13504,4924,3,05-31-18,999000,for_sale
single_family,2025,3,4,3,1,3,40075,6105,2,05-31-18,1875000,for_sale
condos,1984,2,2,2,1,2,3485,1040,2,05-31-18,399000,for_sale
single_family,2023,7,8,6,2,4,53143,9726,2,09-01-20,5500000,for_sale
single_family,2001,6,4,3,1,2,10454,4021,2,04-26-01,985000,for_sale
single_family,2005,4,4,3,1,3,25700,5056,2,09-15-17,1229000,for_sale
condos,1979,1,1,1,1,2,13939,650,2,05-08-17,550000,for_sale
single_family,1997,5,4,4,1,3,10890,2264,2,09-22-05,617900,for_sale
single_family,2023,5,6,4,2,3,25700,5682,3,05-31-18,1950000,for_sale
condos,2007,2,2,2,1,2,436,1164,2,06-15-18,439500,for_sale
single_family,2005,2,2,2,1,2,39204,1400,2,05-31-18,419000,for_sale
townhomes,2001,3,4,3,1,1,871,1996,3,08-20-09,387000,for_sale
single_family,2022,3,3,2,1,2,6534,1547,2,05-31-18,424900,for_sale
single_family,1976,6,2,2,1,2,19602,2932,2,05-31-18,430000,for_sale
mobile,1984,2,1,1,1,2,13939,840,1,05-31-18,59900,for_sale
single_family,2016,3,3,2,1,3,43560,4100,2,08-20-15,899900,for_sale
townhomes,1995,3,3,3,1,1,1307,1515,2,05-31-18,259900,for_sale
single_family,2009,6,6,6,1,3,13068,4863,2,06-19-18,969900,for_sale
single_family,1979,5,3,2,1,2,9583,2876,2,06-30-14,589900,for_sale
single_family,1918,3,1,1,1,1,3049,1536,2,05-31-18,230000,for_sale
single_family,2013,7,6,5,1,3,54886,7354,3,09-19-13,3300000,for_sale
mobile,2010,3,2,2,1,2,13939,1150,1,05-31-18,120000,for_sale
single_family,1964,4,2,2,1,3,9148,1976,4,09-25-06,375000,for_sale
single_family,1900,4,5,1,1,7,31363,2973,2,05-31-18,895000,for_sale
single_family,2005,5,3,1,1,2,13068,2784,2,03-25-22,550000,for_sale
single_family,1996,5,3,2,1,2,7841,2011,3,11-29-16,571000,for_sale
townhomes,1975,3,3,2,1,2,5227,2802,2,05-31-18,620000,for_sale
single_family,1986,2,2,1,1,2,7405,1372,2,05-31-18,485000,for_sale
single_family,2001,8,7,6,1,4,330185,10969,3,11-21-01,7900000,for_sale
single_family,2024,4,3,3,1,3,22216,4180,2,09-09-20,2150000,for_sale
single_family,2020,3,2,2,1,2,436,2568,2,06-29-20,415500,for_sale
townhomes,2000,3,2,1,1,2,871,1297,2,07-05-05,449000,for_sale
single_family,1954,3,1,1,1,2,6534,954,1,05-31-18,329900,for_sale
mobile,1999,3,2,2,1,2,13939,1056,1,05-31-18,109000,for_sale
land,2003,4,0,2,1,2,1238411,2400,2,05-31-18,2500000,for_sale
condos,1998,2,2,2,1,1,13939,1090,1,07-31-19,500000,for_sale
single_family,2021,6,4,3,1,3,11761,4252,3,05-31-18,985000,for_sale
single_family,2014,4,3,2,1,3,12632,2675,1,04-08-14,895000,for_sale
single_family,2013,3,4,4,1,3,15682,3268,1,07-08-13,1069000,for_sale
single_family,2011,6,5,5,1,3,11761,4174,2,05-31-18,1199000,for_sale
single_family,2002,5,3,3,1,2,7841,2365,2,02-24-21,385000,for_sale
land,2003,4,0,2,1,2,3049,2400,2,05-31-18,110000,for_sale
single_family,1943,4,1,1,1,2,11326,2221,2,05-31-18,90000,for_sale
single_family,2022,3,3,2,1,3,47480,3836,2,05-31-18,685000,for_sale
townhomes,1995,3,2,2,1,2,871,1347,2,10-07-19,368000,for_sale
single_family,1982,6,3,2,1,2,130680,2720,1,07-25-14,675000,for_sale
single_family,1901,4,2,1,1,2,14375,2352,2,05-31-18,298000,for_sale
single_family,1974,2,1,1,1,2,43560,1008,2,05-31-18,525000,for_sale
townhomes,2007,4,4,2,1,1,1307,1926,3,08-09-22,396000,for_sale
townhomes,1994,4,3,2,1,2,2178,2636,2,04-06-16,499900,for_sale
single_family,1996,3,2,2,1,2,22651,1408,2,02-20-15,350000,for_sale
single_family,1998,3,3,2,1,2,7841,2110,2,03-19-10,515000,for_sale
single_family,2006,4,4,4,1,3,9583,3408,1,12-15-10,910000,for_sale
single_family,1990,3,3,2,1,2,3049,2990,2,05-31-18,575000,for_sale
mobile,1982,2,1,1,1,2,13939,980,1,05-31-18,57900,for_sale
single_family,2022,5,4,3,1,2,5663,3120,3,05-31-18,664900,for_sale
townhomes,1979,3,3,1,1,2,1307,1481,3,05-31-18,349900,for_sale
single_family,1991,3,2,1,1,2,6534,1164,1,10-04-19,395000,for_sale
single_family,1960,5,4,3,1,2,8276,1800,2,05-31-18,430000,for_sale
single_family,1981,7,5,3,1,2,14375,3490,3,05-31-18,775000,for_sale
single_family,2004,7,6,1,2,2,217800,7692,3,03-14-08,1449900,for_sale
single_family,1937,2,1,2,1,2,25265,1010,2,05-31-18,80000,for_sale
land,2003,4,0,2,1,2,872071,2400,2,05-31-18,65000,for_sale
single_family,2015,3,2,2,1,2,16988,1214,1,03-21-16,300000,for_sale
single_family,2023,3,2,2,1,3,12197,3804,2,05-31-18,625000,for_sale
single_family,2021,4,3,3,1,3,10890,4664,2,05-31-18,670000,for_sale
mobile,1991,2,2,2,1,2,13939,925,1,05-31-18,75000,for_sale
single_family,1981,6,5,4,1,2,38768,10440,3,04-09-19,1650000,for_sale
single_family,2000,4,3,2,1,3,12197,3663,3,05-31-18,700000,for_sale
single_family,1971,5,3,1,1,2,12632,3180,2,05-31-18,520000,for_sale
single_family,2001,5,4,3,1,3,24829,6274,3,01-18-05,1375000,for_sale
condos,2019,3,2,2,1,2,13939,1243,1,09-06-19,325000,for_sale
single_family,2024,4,4,4,1,3,10019,2696,1,05-31-18,869900,for_sale
land,2003,4,0,2,1,2,21780,2400,2,05-31-18,185000,for_sale
single_family,2024,4,3,2,1,3,11326,2727,1,05-31-18,754900,for_sale
mobile,1966,3,2,2,1,2,13939,1200,1,05-31-18,55000,for_sale
single_family,2013,8,5,4,1,3,15246,5338,3,05-31-18,1230000,for_sale
single_family,1974,4,2,2,1,2,8276,1174,2,05-31-18,412000,for_sale
single_family,2024,4,5,3,2,3,16117,6020,2,05-31-18,2199000,for_sale
single_family,2024,4,3,3,1,2,5227,4540,2,05-31-18,875000,for_sale
land,2003,4,0,2,1,2,217800,2400,2,07-08-21,195000,for_sale
single_family,2012,5,3,3,1,3,10454,2616,2,07-03-14,638900,for_sale
land,2003,4,0,2,1,2,1297652,2400,2,05-31-18,4468500,for_sale
land,2003,4,0,2,1,2,372002,2400,2,05-31-18,30000,for_sale
condos,1986,3,3,1,1,1,436,2360,3,08-26-19,499999,for_sale
single_family,2005,6,3,3,1,2,8276,2631,2,05-31-18,424900,for_sale
single_family,2017,5,4,2,1,2,3485,2932,3,05-31-18,599999,for_sale
condos,1980,2,2,1,1,2,436,1320,1,03-27-08,355000,for_sale
single_family,1990,5,3,2,1,2,6970,2012,2,02-16-11,580000,for_sale
townhomes,2024,3,3,3,1,2,1307,1570,2,05-31-18,359900,for_sale
single_family,2010,3,2,2,1,2,27007,2950,2,12-27-17,725000,for_sale
single_family,2023,5,7,7,1,2,49658,6977,2,05-31-18,7250000,for_sale
single_family,1984,5,3,1,1,2,10454,2150,2,08-04-21,560000,for_sale
single_family,1998,7,4,4,1,3,14810,4857,2,04-10-20,1198000,for_sale
single_family,2016,4,4,3,1,2,3920,2382,3,01-19-23,645000,for_sale
land,2003,4,0,2,1,2,28314,2400,2,05-31-18,55000,for_sale
single_family,1978,6,3,1,1,2,9583,3104,2,05-31-18,525000,for_sale
